LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6671,Big Picture College And Career Academy,080555006671,No,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6672,Global Intermediate Academy,080555006672,No,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6673,Global Primary Academy,080555006673,No,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6786,Trailside Academy,080555006786,No,28.8,28.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6808,Preschool On Poze,080555006808,No,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805580,Mcclave School District No. Re-2,962,Mcclave Elementary School,080558000962,No,11.19,11.19,0.0,1.1,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805580,Mcclave School District No. Re-2,963,Mcclave Undivided High School,080558000963,No,10.03,10.03,0.0,1.1,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805610,Meeker School District Re1,965,Meeker Elementary School,080561000965,No,24.1,24.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805610,Meeker School District Re1,966,Barone Middle School,080561000966,No,7.63,7.63,0.0,0.5,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805610,Meeker School District Re1,967,Meeker High School,080561000967,No,13.52,13.52,0.0,1.19,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805640,School District No. Re-4 Buffalo,969,Merino Elementary School,080564000969,No,10.75,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805640,School District No. Re-4 Buffalo,970,Merino Junior Senior High School,080564000970,No,11.92,11.42,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805670,Miami-Yoder Joint District No. 60 Of The Counties Of El Pas,971,Miami/Yoder Elementary School,080567000971,No,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805670,Miami-Yoder Joint District No. 60 Of The Counties Of El Pas,972,Miami-Yoder Middle/High School,080567000972,No,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805700,Moffat School District No. 2 In The County Of Saguache And,974,Moffat Prek-12 School,080570000974,No,16.3,12.8,3.5,1.0,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0805700,Moffat School District No. 2 In The County Of Saguache And,1511,Crestone Charter School,080570001511,No,9.2,8.2,1.0,1.45,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,977,Craig Middle School,080573000977,No,26.3,21.28,5.02,1.0,1.0,0.0,0.0,0.15,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,980,Maybell School,080573000980,No,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,981,Moffat County High School,080573000981,No,28.66,25.64,3.02,2.89,1.0,0.0,0.0,0.15,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,983,Sunset Elementary School,080573000983,No,18.0,17.0,1.0,0.0,1.28,0.0,0.0,0.2,1.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,1355,Ridgeview Elementary School,080573001355,No,17.5,17.5,0.0,1.0,1.0,0.0,0.0,0.2,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,1553,Sandrock Elementary,080573001553,No,19.0,18.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0
CO,Colorado,0805730,Moffat County School District Re: No. 1,1659,Early Childhood Center,080573001659,No,1.5,1.5,0.0,0.0,1.0,0.0,0.0,0.15,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,984,Byron Syring Delta Center,080576000984,No,1.53,1.53,0.0,0.53,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,985,Bill Metz Elementary School,080576000985,No,30.66,29.6,1.06,1.69,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,986,Monte Vista Middle School,080576000986,No,18.56,18.56,0.0,1.06,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,1110,Marsh Elementary School,080576001110,No,7.29,7.29,0.0,0.31,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,1356,Monte Vista Senior High School,080576001356,No,19.94,19.94,0.0,1.06,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805760,Monte Vista School District No. C-8,1560,Monte Vista On-Line Academy,080576001560,No,2.6,2.6,0.0,0.53,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,250,Early Childhood Center,080579000250,No,7.52,7.52,0.0,0.0,0.0,0.0,1.0,0.0,0.94
CO,Colorado,0805790,Montrose County School District Re-1j,987,Centennial Middle School,080579000987,No,36.57,36.57,0.0,2.12,0.5,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,989,Columbine Middle School,080579000989,No,28.0,28.0,0.0,2.11,0.7,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,990,Johnson Elementary School,080579000990,No,29.17,29.17,0.0,1.01,0.25,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,992,Montrose High School,080579000992,No,64.28,64.28,0.0,4.34,1.0,0.0,0.98,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,994,Northside Elementary School,080579000994,No,24.2,24.2,0.0,1.06,0.25,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,995,Oak Grove Elementary School,080579000995,No,23.55,23.55,0.0,1.06,0.25,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,996,Olathe Elementary School,080579000996,No,24.2,24.2,0.0,1.06,0.25,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,997,Olathe Middle School,080579000997,No,13.5,13.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,998,Olathe High School,080579000998,No,22.03,22.03,0.0,2.17,0.25,0.0,0.5,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,999,Pomona Elementary School,080579000999,No,22.8,22.8,0.0,1.06,0.1,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,1554,Cottonwood Elementary School,080579001554,No,22.91,22.91,0.0,1.06,0.1,0.0,1.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,1852,Vista Charter School,080579001852,No,5.0,5.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0
CO,Colorado,0805790,Montrose County School District Re-1j,6499,Peak Virtual Academy,080579006499,No,7.13,7.13,0.0,1.06,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1002,Lewis-Palmer Middle School,080582001002,No,45.86,45.86,0.0,2.0,0.0,1.69,0.47,0.47,0.94
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1003,Lewis-Palmer High School,080582001003,No,53.79,52.94,0.85,4.33,0.0,2.4,1.33,0.31,0.75
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1004,Lewis-Palmer Elementary School,080582001004,No,26.58,26.58,0.0,1.0,0.0,0.2,0.28,0.47,0.0
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1371,Bear Creek Elementary School,080582001371,No,57.43,57.43,0.0,1.75,0.0,0.2,0.31,0.47,0.28
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1397,Palmer Lake Elementary School,080582001397,No,24.79,24.79,0.0,0.33,0.0,0.2,0.31,0.31,0.94
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1489,Ray E Kilmer Elementary School,080582001489,No,24.16,24.16,0.0,1.13,0.0,0.2,0.28,0.31,0.0
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1536,Monument Charter Academy Secondary School,080582001536,No,23.7,15.13,8.57,0.58,0.0,0.0,0.63,0.13,0.47
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1810,Prairie Winds Elementary School,080582001810,No,26.69,24.76,1.93,0.5,0.0,0.2,0.47,0.47,0.28
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,6369,Palmer Ridge High School,080582006369,No,60.11,60.11,0.0,4.0,0.0,3.33,1.25,0.56,0.94
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,6807,Monument Charter Academy,080582006807,No,35.7,23.85,11.85,0.58,0.0,0.0,0.94,0.13,0.47
CO,Colorado,0805850,West End School District No. Re-2,1007,Nucla High School,080585001007,No,5.75,5.75,0.0,1.0,0.3,0.0,0.0,0.0,0.0
CO,Colorado,0805850,West End School District No. Re-2,1398,Naturita Elementary School,080585001398,No,9.0,9.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0805850,West End School District No. Re-2,1693,Paradox Valley Charter School,080585001693,No,2.9,2.12,0.8,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805850,West End School District No. Re-2,6727,Nucla Middle School,080585006727,No,2.45,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805880,Norwood School District No. R-2j,1012,Norwood Public Schools,080588001012,No,20.06,20.06,0.0,1.06,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0805910,South Routt School District No. Re 3,1013,Soroco Middle School,080591001013,No,4.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
CO,Colorado,0805910,South Routt School District No. Re 3,1014,Soroco High School,080591001014,No,14.35,14.35,0.0,1.0,0.1,0.0,0.0,0.0,0.0
CO,Colorado,0805910,South Routt School District No. Re 3,1015,South Routt Elementary School,080591001015,No,11.0,11.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805910,South Routt School District No. Re 3,1910,Soroco Preschool At Yampa,080591001910,No,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805940,Otis School District No. R-3,1016,Otis Elementary School,080594001016,No,9.7,9.7,0.0,1.65,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805940,Otis School District No. R-3,1017,Otis Junior-Senior High School,080594001017,No,9.51,9.51,0.0,0.54,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1018,Ouray Elementary School,080597001018,No,12.87,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.38
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1019,Ouray Senior High School,080597001019,No,7.29,6.88,0.41,0.0,0.0,0.0,0.0,0.0,0.31
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1662,Ouray Middle School,080597001662,No,3.27,3.13,0.14,0.0,0.0,0.0,0.0,0.0,0.31
CO,Colorado,0806000,Revere School District,1020,Revere Elementary,080600001020,No,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806000,Revere School District,1021,Revere Junior-Senior High School,080600001021,No,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806030,School District No. Re-5 Plateau,1022,Peetz Elementary School,080603001022,No,13.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806030,School District No. Re-5 Plateau,1023,Peetz Junior-Senior High School,080603001023,No,9.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1024,Peyton Elementary School,080606001024,No,15.47,15.47,0.0,1.0,5.0,0.0,0.0,0.5,0.0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1025,Peyton Senior High School,080606001025,No,17.62,16.47,1.15,1.1,8.0,0.0,0.0,0.5,0.0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1399,Peyton Junior High School,080606001399,No,7.79,7.79,0.0,0.55,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,6692,Peyton Online Academy,080606006692,No,2.75,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,6811,Peyton College Academy,080606006811,No,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806090,Pritchett School District No. Re-3,1026,Pritchett Elementary School,080609001026,No,-11.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806090,Pritchett School District No. Re-3,1027,Pritchett High School,080609001027,No,-11.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806090,Pritchett School District No. Re-3,1952,Pritchett Middle School,080609001952,No,-11.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,261,Heritage Elementary School,080612000261,No,20.5,18.5,2.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1029,Belmont Elementary School,080612001029,No,24.5,24.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1030,Franklin School Of Innovation,080612001030,No,23.0,20.0,3.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1031,Bessemer Elementary School,080612001031,No,18.0,13.0,5.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1032,Beulah Heights Elementary School,080612001032,No,21.5,21.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1033,Bradford Elementary School,080612001033,No,24.45,22.45,2.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1034,Carlile Elementary School,080612001034,No,16.5,15.5,1.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1035,Centennial High School,080612001035,No,53.4,53.4,0.0,3.18,1.0,2.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1037,Central High School,080612001037,No,42.7,40.7,2.0,3.18,1.0,2.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1038,Columbian Elementary School,080612001038,No,18.5,16.5,2.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1040,East High School,080612001040,No,52.8,51.8,1.0,3.18,1.0,2.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1041,Eva R Baca Elementary School,080612001041,No,20.0,19.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1046,Goodnight Elementary School,080612001046,No,36.0,35.0,1.0,1.41,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1047,Haaff Elementary School,080612001047,No,17.5,14.5,3.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1048,Highland Park Elementary School,080612001048,No,29.0,29.0,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1050,Irving Elementary School,080612001050,No,24.5,21.5,3.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1051,Risley International Academy Of Innovation,080612001051,No,28.25,23.25,5.0,2.07,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1055,Pueblo Academy Of Arts,080612001055,No,32.5,29.5,3.0,2.07,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1057,Minnequa Elementary School,080612001057,No,26.0,25.0,1.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1058,Morton Elementary School,080612001058,No,24.5,24.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1060,Park View Elementary School,080612001060,No,25.0,23.0,2.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1061,Roncalli Stem Academy,080612001061,No,33.0,23.0,10.0,2.07,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1063,South Park Elementary School,080612001063,No,17.5,17.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1064,South High School,080612001064,No,48.1,46.1,2.0,3.18,1.0,2.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1065,Sunset Park Elementary School,080612001065,No,23.5,23.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1067,W H Heaton Middle School,080612001067,No,41.0,36.0,5.0,2.07,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1106,Pueblo Charter School For The Arts & Sciences,080612001106,No,27.21,18.0,9.21,0.47,0.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1730,Chavez/Huerta K-12 Preparatory Academy,080612001730,No,63.0,44.0,19.0,4.73,0.0,0.0,0.0,0.43,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6350,Pueblo Youth Service Center,080612006350,Yes,3.0,3.0,0.0,0.0,-9.0,-9.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6361,Corwin International Magnet School,080612006361,No,30.5,29.5,1.0,1.87,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6378,Fountain International Magnet School,080612006378,No,21.5,21.5,0.0,1.03,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6529,Northmoor Preschool,080612006529,No,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6711,Pueblo School For Arts & Sciences At Fulton Height,080612006711,No,14.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6713,Paragon Learning Center,080612006713,No,11.0,11.0,0.0,2.12,1.0,1.0,0.0,0.0,0.0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6793,Paragon Preschool,080612006793,No,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806150,Pueblo County School District 70,632,The Connect Charter School,080615000632,No,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
CO,Colorado,0806150,Pueblo County School District 70,1069,Avondale Elementary School,080615001069,No,12.99,12.99,0.0,1.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1071,Beulah Elementary School,080615001071,No,8.5,8.5,0.0,0.0,0.0,0.0,0.17,0.15,0.0
CO,Colorado,0806150,Pueblo County School District 70,1072,Beulah Middle School,080615001072,No,4.5,4.5,0.0,0.0,0.0,0.0,0.17,0.13,0.0
CO,Colorado,0806150,Pueblo County School District 70,1074,Craver Middle School,080615001074,No,14.0,13.34,0.66,1.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1076,North Mesa Elementary School,080615001076,No,23.33,23.33,0.0,1.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1078,Pleasant View Middle School,080615001078,No,22.33,22.33,0.0,1.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1079,Pueblo County High School,080615001079,No,53.0,52.0,1.0,3.0,0.0,0.0,0.5,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1080,Liberty Point Elementary School,080615001080,No,23.5,23.5,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1081,Rye Elementary School,080615001081,No,17.87,17.87,0.0,0.0,0.0,0.0,0.27,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1082,Rye High School,080615001082,No,13.34,13.34,0.0,1.0,0.0,0.0,0.27,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1083,South Mesa Elementary School,080615001083,No,23.42,23.42,0.0,1.0,0.0,0.0,0.21,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1084,Vineland Elementary School,080615001084,No,19.34,19.34,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1085,Vineland Middle School,080615001085,No,20.0,20.0,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1357,Liberty Point International School,080615001357,No,27.5,27.5,0.0,0.0,0.0,0.0,0.33,1.0,0.0
CO,Colorado,0806150,Pueblo County School District 70,1558,Sierra Vista Elementary School,080615001558,No,26.63,26.63,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1559,Swallows Charter Academy,080615001559,No,29.38,28.38,1.0,0.79,0.0,0.0,0.48,0.15,0.0
CO,Colorado,0806150,Pueblo County School District 70,1613,Pueblo West High School,080615001613,No,65.5,65.5,0.0,4.0,0.0,0.0,0.5,0.75,0.0
CO,Colorado,0806150,Pueblo County School District 70,1714,Sky View Middle School,080615001714,No,32.83,32.83,0.0,1.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1718,Desert Sage Elementary School,080615001718,No,23.5,23.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1854,Cedar Ridge Elementary School,080615001854,No,26.5,26.5,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,1855,Prairie Winds Elementary School,080615001855,No,28.63,28.63,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,6360,Swallows Charter Academy High School,080615006360,No,5.58,5.58,0.0,0.39,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806150,Pueblo County School District 70,6496,70 Online,080615006496,No,12.5,12.5,0.0,0.0,0.0,0.0,0.33,1.0,0.0
CO,Colorado,0806150,Pueblo County School District 70,6763,Psas Homeschool Program,080615006763,No,3.15,1.07,2.08,0.0,0.0,0.0,0.25,0.25,0.0
CO,Colorado,0806150,Pueblo County School District 70,6773,Villa Bella Expeditionary School,080615006773,No,15.0,15.0,0.0,0.0,0.0,0.0,0.33,0.25,0.0
CO,Colorado,0806180,Rangely School District Re4,1086,Parkview Elementary School,080618001086,No,17.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0806180,Rangely School District Re4,1088,Rangely Junior/Senior High School,080618001088,No,17.21,17.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1089,Ridgway Elementary School,080621001089,No,13.0,13.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1090,Ridgway High School,080621001090,No,13.5,13.5,0.0,0.85,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,6166,Ridgway Middle School,080621006166,No,7.54,7.54,0.0,0.08,0.0,0.0,0.3,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1096,Rifle Middle School,080624001096,No,38.67,38.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1097,Rifle High School,080624001097,No,37.98,36.98,1.0,2.15,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1098,Riverside School,080624001098,No,28.79,27.79,1.0,1.78,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1099,Cactus Valley Elementary School,080624001099,No,29.46,27.48,1.98,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1358,Wamsley Elementary School,080624001358,No,21.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1598,Kathryn Senor Elementary School,080624001598,No,17.78,17.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1906,Coal Ridge High School,080624001906,No,33.26,31.21,2.05,0.16,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,1967,Highland Elementary School,080624001967,No,27.18,26.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,6396,Elk Creek Elementary,080624006396,No,18.28,18.28,0.0,1.0,0.0,0.0,1.06,0.0,0.0
CO,Colorado,0806240,Garfield School District No. Re-2,6436,Graham Mesa Elementary School,080624006436,No,26.06,25.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806270,Rocky Ford School District No. R2,1101,Jefferson Intermediate School,080627001101,No,18.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806270,Rocky Ford School District No. R2,1103,Rocky Ford Junior/Senior High School,080627001103,No,25.0,23.0,2.0,1.09,0.0,0.0,0.0,0.28,0.0
CO,Colorado,0806270,Rocky Ford School District No. R2,1104,Washington Primary School,080627001104,No,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0806300,Mountain Valley School District No. Re 1,1415,Mountain Valley School,080630001415,No,12.5,11.5,1.0,1.05,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0806330,Salida School District No. R-32,1107,Salida Middle School,080633001107,No,30.0,30.0,0.0,1.75,0.17,0.0,1.1,0.5,0.0
CO,Colorado,0806330,Salida School District No. R-32,1108,Longfellow Elementary School,080633001108,No,33.0,33.0,0.0,1.0,0.17,0.0,1.1,0.5,0.0
