LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,DISABILITY_CATEGORY,CF_M,HH_M,RC39_M,RC79TO40_M,RC80_M,RF_M,SS_M,CF_F,HH_F,PPPS_F,RC39_F,RC79TO40_F,RC80_F,SS_F,PPPS_M,RF_F,TOTAL_STUDENTS_REPORTED
CO,COLORADO,800020,State Charter School Institute,1926,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,No,SLD,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,13
CO,COLORADO,800020,State Charter School Institute,1926,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,No,SLI,0,0,0,0,27,0,0,0,0,0,0,0,13,0,0,0,40
CO,COLORADO,800020,State Charter School Institute,1998,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,80002001998,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1998,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,80002001998,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1998,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,80002001998,No,SLD,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,8
CO,COLORADO,800020,State Charter School Institute,1998,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,80002001998,No,SLI,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,2010,THE PINNACLE CHARTER SCHOOL MIDDLE,80002002010,No,EMN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,2010,THE PINNACLE CHARTER SCHOOL MIDDLE,80002002010,No,OHI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,2010,THE PINNACLE CHARTER SCHOOL MIDDLE,80002002010,No,SLD,0,0,0,0,19,0,0,0,0,0,0,0,18,0,0,0,37
CO,COLORADO,800020,State Charter School Institute,2010,THE PINNACLE CHARTER SCHOOL MIDDLE,80002002010,No,SLI,0,0,0,0,11,0,0,0,0,0,0,1,6,0,0,0,18
