LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6399,Axl Academy,080234006399,No,Yes,Yes,Yes,No,412
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6411,Jamaica Child Development Center,080234006411,No,Yes,Yes,Yes,No,167
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6451,Vista Peak 9-12 Preparatory,080234006451,No,Yes,Yes,Yes,No,1819
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6483,Vista Peak P-8 Exploratory,080234006483,No,Yes,Yes,Yes,No,958
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6495,Meadowood Child Development Center,080234006495,No,Yes,Yes,Yes,No,242
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6611,Vanguard Classical School - East,080234006611,No,Yes,Yes,Yes,No,823
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6625,Aps Early Beginnings - A Zoom Site,080234006625,No,Yes,Yes,Yes,No,42
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6644,Edna And John W. Mosley P-8,080234006644,No,Yes,Yes,Yes,No,941
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6677,Rocky Mountain Prep: Fletcher,080234006677,No,Yes,Yes,Yes,No,583
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6732,Vega Collegiate Academy,080234006732,No,Yes,Yes,No,No,341
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6736,Academy Of Advanced Learning,080234006736,No,Yes,Yes,Yes,No,1020
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6781,Empower Community High School,080234006781,No,No,Yes,Yes,Yes,143
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6787,Aurora Science & Tech Middle School,080234006787,No,Yes,Yes,Yes,No,368
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6803,Harmony Ridge P-8,080234006803,No,Yes,Yes,Yes,No,765
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,86,Deer Creek Elementary School,080237000086,No,Yes,Yes,Yes,Yes,5
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,87,Platte Canyon High School,080237000087,No,Yes,Yes,Yes,Yes,4
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,1325,Fitzsimmons Middle School,080237001325,No,Yes,Yes,Yes,Yes,1
CO,Colorado,0802400,Bayfield School District No. 10jt-R,88,Bayfield Intermediate School,080240000088,No,Yes,Yes,Yes,Yes,289
CO,Colorado,0802400,Bayfield School District No. 10jt-R,89,Bayfield Middle School,080240000089,No,Yes,Yes,Yes,Yes,340
CO,Colorado,0802400,Bayfield School District No. 10jt-R,90,Bayfield High School,080240000090,No,Yes,Yes,Yes,Yes,390
CO,Colorado,0802400,Bayfield School District No. 10jt-R,6747,Bayfield Primary School,080240006747,No,Yes,Yes,Yes,Yes,150
CO,Colorado,0802430,Bennett School District No. 29j,91,Bennett Elementary School,080243000091,No,Yes,Yes,Yes,Yes,307
CO,Colorado,0802430,Bennett School District No. 29j,92,Bennett High School,080243000092,No,Yes,Yes,Yes,Yes,371
CO,Colorado,0802430,Bennett School District No. 29j,93,Bennett Middle School,080243000093,No,Yes,Yes,Yes,Yes,191
CO,Colorado,0802430,Bennett School District No. 29j,1751,Bennett Preschool,080243001751,No,Yes,Yes,Yes,Yes,43
CO,Colorado,0802430,Bennett School District No. 29j,6789,Bennett Intermediate School,080243006789,No,Yes,Yes,Yes,Yes,263
CO,Colorado,0802460,Bethune School District No. R- 5,95,Bethune Public Schools,080246000095,No,Yes,Yes,Yes,Yes,105
CO,Colorado,0802490,Boulder Valley School District No. Re2,99,Bear Creek Elementary School,080249000099,No,Yes,Yes,Yes,No,463
CO,Colorado,0802490,Boulder Valley School District No. Re2,100,Birch Elementary School,080249000100,No,Yes,Yes,Yes,No,635
CO,Colorado,0802490,Boulder Valley School District No. Re2,101,Boulder High School,080249000101,No,Yes,Yes,Yes,No,2364
CO,Colorado,0802490,Boulder Valley School District No. Re2,102,Broomfield Heights Middle School,080249000102,No,Yes,Yes,Yes,No,717
CO,Colorado,0802490,Boulder Valley School District No. Re2,103,Broomfield High School,080249000103,No,Yes,Yes,Yes,No,2359
CO,Colorado,0802490,Boulder Valley School District No. Re2,104,Manhattan Middle School Of The Arts And Academics,080249000104,No,Yes,Yes,Yes,No,776
CO,Colorado,0802490,Boulder Valley School District No. Re2,106,Casey Middle School,080249000106,No,Yes,Yes,Yes,No,980
CO,Colorado,0802490,Boulder Valley School District No. Re2,107,Centaurus High School,080249000107,No,Yes,Yes,Yes,No,2215
CO,Colorado,0802490,Boulder Valley School District No. Re2,108,Centennial Middle School,080249000108,No,Yes,Yes,Yes,No,807
CO,Colorado,0802490,Boulder Valley School District No. Re2,109,Columbine Elementary School,080249000109,No,Yes,Yes,Yes,No,534
CO,Colorado,0802490,Boulder Valley School District No. Re2,110,Crest View Elementary School,080249000110,No,Yes,Yes,Yes,No,791
CO,Colorado,0802490,Boulder Valley School District No. Re2,111,Douglass Elementary School,080249000111,No,Yes,Yes,Yes,No,562
CO,Colorado,0802490,Boulder Valley School District No. Re2,112,Eisenhower Elementary School,080249000112,No,Yes,Yes,Yes,No,590
CO,Colorado,0802490,Boulder Valley School District No. Re2,113,Emerald Elementary School,080249000113,No,Yes,Yes,Yes,No,651
CO,Colorado,0802490,Boulder Valley School District No. Re2,114,Fairview High School,080249000114,No,Yes,Yes,Yes,No,1867
CO,Colorado,0802490,Boulder Valley School District No. Re2,115,Flatirons Elementary School,080249000115,No,Yes,Yes,Yes,No,279
CO,Colorado,0802490,Boulder Valley School District No. Re2,116,Foothill Elementary School,080249000116,No,Yes,Yes,Yes,No,684
CO,Colorado,0802490,Boulder Valley School District No. Re2,117,Gold Hill Elementary School,080249000117,No,Yes,Yes,Yes,No,32
CO,Colorado,0802490,Boulder Valley School District No. Re2,118,Heatherwood Elementary School,080249000118,No,Yes,Yes,Yes,No,404
CO,Colorado,0802490,Boulder Valley School District No. Re2,119,Jamestown Elementary School,080249000119,No,Yes,Yes,Yes,No,25
CO,Colorado,0802490,Boulder Valley School District No. Re2,120,Kohl Elementary School,080249000120,No,Yes,Yes,Yes,No,559
CO,Colorado,0802490,Boulder Valley School District No. Re2,121,Lafayette Elementary School,080249000121,No,Yes,Yes,Yes,No,673
CO,Colorado,0802490,Boulder Valley School District No. Re2,122,Angevine Middle School,080249000122,No,Yes,Yes,Yes,No,1086
CO,Colorado,0802490,Boulder Valley School District No. Re2,124,Louisville Elementary School,080249000124,No,Yes,Yes,Yes,No,651
CO,Colorado,0802490,Boulder Valley School District No. Re2,125,Louisville Middle School,080249000125,No,Yes,Yes,Yes,No,997
CO,Colorado,0802490,Boulder Valley School District No. Re2,128,Creekside Elementary School At Martin Park,080249000128,No,Yes,Yes,Yes,No,376
CO,Colorado,0802490,Boulder Valley School District No. Re2,129,Mesa Elementary School,080249000129,No,Yes,Yes,Yes,No,351
CO,Colorado,0802490,Boulder Valley School District No. Re2,130,Nederland Elementary School,080249000130,No,Yes,Yes,Yes,No,380
CO,Colorado,0802490,Boulder Valley School District No. Re2,131,Nederland Middle-Senior High School,080249000131,No,Yes,Yes,Yes,No,366
CO,Colorado,0802490,Boulder Valley School District No. Re2,132,Nevin Platt Middle School,080249000132,No,Yes,Yes,Yes,No,870
CO,Colorado,0802490,Boulder Valley School District No. Re2,134,Southern Hills Middle School,080249000134,No,Yes,Yes,Yes,No,891
CO,Colorado,0802490,Boulder Valley School District No. Re2,135,University Hill Elementary School,080249000135,No,Yes,Yes,Yes,No,672
CO,Colorado,0802490,Boulder Valley School District No. Re2,139,Whittier Elementary School,080249000139,No,Yes,Yes,Yes,No,509
CO,Colorado,0802490,Boulder Valley School District No. Re2,465,New Vista High School,080249000465,No,Yes,Yes,Yes,No,424
CO,Colorado,0802490,Boulder Valley School District No. Re2,1219,Arapahoe Ridge High School,080249001219,No,Yes,Yes,Yes,No,498
CO,Colorado,0802490,Boulder Valley School District No. Re2,1227,Community Montessori School,080249001227,No,Yes,Yes,Yes,No,343
CO,Colorado,0802490,Boulder Valley School District No. Re2,1243,High Peaks Elementary School,080249001243,No,Yes,Yes,Yes,No,502
CO,Colorado,0802490,Boulder Valley School District No. Re2,1365,Ryan Elementary School,080249001365,No,Yes,Yes,Yes,No,780
CO,Colorado,0802490,Boulder Valley School District No. Re2,1376,Coal Creek Elementary School,080249001376,No,Yes,Yes,Yes,No,493
CO,Colorado,0802490,Boulder Valley School District No. Re2,1403,Alicia Sanchez International School,080249001403,No,Yes,Yes,Yes,No,529
CO,Colorado,0802490,Boulder Valley School District No. Re2,1517,Summit Middle Charter School,080249001517,No,Yes,Yes,Yes,No,868
CO,Colorado,0802490,Boulder Valley School District No. Re2,1518,Superior Elementary School,080249001518,No,Yes,Yes,Yes,No,666
CO,Colorado,0802490,Boulder Valley School District No. Re2,1573,Monarch K-8 School,080249001573,No,Yes,Yes,Yes,No,956
CO,Colorado,0802490,Boulder Valley School District No. Re2,1630,Boulder Community School/Integrated Studies,080249001630,No,Yes,Yes,Yes,No,881
CO,Colorado,0802490,Boulder Valley School District No. Re2,1631,Boulder Prep Charter High School,080249001631,No,Yes,Yes,Yes,No,1
CO,Colorado,0802490,Boulder Valley School District No. Re2,1632,Monarch High School,080249001632,No,Yes,Yes,Yes,No,1732
CO,Colorado,0802490,Boulder Valley School District No. Re2,1758,Aspen Creek K-8 School,080249001758,No,Yes,Yes,Yes,No,1058
CO,Colorado,0802490,Boulder Valley School District No. Re2,1771,Eldorado K-8 School,080249001771,No,Yes,Yes,Yes,No,914
CO,Colorado,0802490,Boulder Valley School District No. Re2,1792,Peak To Peak Charter School,080249001792,No,Yes,Yes,Yes,No,2137
CO,Colorado,0802490,Boulder Valley School District No. Re2,2013,Justice High Charter School,080249002013,No,Yes,Yes,Yes,No,137
CO,Colorado,0802490,Boulder Valley School District No. Re2,6154,Fireside Elementary School,080249006154,No,Yes,Yes,Yes,No,659
CO,Colorado,0802490,Boulder Valley School District No. Re2,6199,Horizons K-8 School,080249006199,No,Yes,Yes,Yes,No,623
CO,Colorado,0802490,Boulder Valley School District No. Re2,6200,Pioneer Bilingual Elementary School,080249006200,No,Yes,Yes,Yes,No,591
CO,Colorado,0802490,Boulder Valley School District No. Re2,6463,Boulder Universal,080249006463,No,Yes,Yes,Yes,No,177
CO,Colorado,0802490,Boulder Valley School District No. Re2,6571,Mapleton Early Childhood Center,080249006571,No,Yes,Yes,Yes,No,121
CO,Colorado,0802490,Boulder Valley School District No. Re2,6716,Meadowlark School,080249006716,No,Yes,Yes,Yes,No,1274
CO,Colorado,0802520,Branson Reorganized School District No. 82,141,Branson School,080252000141,No,Yes,Yes,Yes,No,1
CO,Colorado,0802520,Branson Reorganized School District No. 82,1728,Branson School Online,080252001728,No,No,No,Yes,Yes,1
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,142,Briggsdale Elementary School,080255000142,No,Yes,Yes,Yes,No,82
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,143,Briggsdale Undivided High School,080255000143,No,Yes,Yes,Yes,No,93
CO,Colorado,0802580,School District 27j,144,Brighton High School,080258000144,No,Yes,Yes,Yes,No,2132
CO,Colorado,0802580,School District 27j,146,Henderson Elementary School,080258000146,No,Yes,Yes,Yes,No,409
CO,Colorado,0802580,School District 27j,148,North Elementary School,080258000148,No,Yes,Yes,Yes,No,432
CO,Colorado,0802580,School District 27j,149,Northeast Elementary School,080258000149,No,Yes,Yes,Yes,No,622
CO,Colorado,0802580,School District 27j,150,South Elementary School,080258000150,No,Yes,Yes,Yes,No,453
CO,Colorado,0802580,School District 27j,151,Southeast Elementary School,080258000151,No,Yes,Yes,Yes,No,560
CO,Colorado,0802580,School District 27j,152,Vikan Middle School,080258000152,No,Yes,Yes,Yes,No,842
CO,Colorado,0802580,School District 27j,729,Innovations & Options,080258000729,No,Yes,Yes,Yes,No,356
CO,Colorado,0802580,School District 27j,1377,Overland Trail Middle School,080258001377,No,Yes,Yes,Yes,No,656
CO,Colorado,0802580,School District 27j,1729,Bromley East Charter School,080258001729,No,Yes,Yes,Yes,No,1179
CO,Colorado,0802580,School District 27j,1822,John W Thimmig Elementary School,080258001822,No,Yes,Yes,Yes,No,648
CO,Colorado,0802580,School District 27j,1948,Belle Creek Charter School,080258001948,No,Yes,Yes,Yes,No,600
CO,Colorado,0802580,School District 27j,1949,Mary E Pennock Elementary School,080258001949,No,Yes,Yes,Yes,No,716
CO,Colorado,0802580,School District 27j,1950,Second Creek Elementary School,080258001950,No,Yes,Yes,Yes,No,896
CO,Colorado,0802580,School District 27j,2003,Prairie View High School,080258002003,No,Yes,Yes,Yes,No,2088
CO,Colorado,0802580,School District 27j,6325,Landmark Academy At Reunion,080258006325,No,Yes,Yes,Yes,Yes,782
CO,Colorado,0802580,School District 27j,6326,West Ridge Elementary,080258006326,No,Yes,Yes,Yes,No,911
CO,Colorado,0802580,School District 27j,6343,Adams Youth Service Center,080258006343,Yes,Yes,Yes,No,No,28
CO,Colorado,0802580,School District 27j,6362,Prairie View Middle School,080258006362,No,Yes,Yes,Yes,No,739
CO,Colorado,0802580,School District 27j,6377,Sd 27j Preschool At The Brighton Lrc,080258006377,No,Yes,Yes,No,No,117
CO,Colorado,0802580,School District 27j,6401,Turnberry Elementary,080258006401,No,Yes,Yes,Yes,No,748
CO,Colorado,0802580,School District 27j,6420,Otho E Stuart Middle School,080258006420,No,Yes,Yes,Yes,No,996
CO,Colorado,0802580,School District 27j,6465,Foundations Academy,080258006465,No,Yes,Yes,Yes,Yes,776
CO,Colorado,0802580,School District 27j,6474,Eagle Ridge Academy,080258006474,No,Yes,Yes,Yes,Yes,510
CO,Colorado,0802580,School District 27j,6549,Brantner Elementary School,080258006549,No,Yes,Yes,Yes,No,748
CO,Colorado,0802580,School District 27j,6718,Reunion Elementary School,080258006718,No,Yes,Yes,Yes,No,841
CO,Colorado,0802580,School District 27j,6738,Riverdale Ridge High School,080258006738,No,Yes,Yes,Yes,No,1515
CO,Colorado,0802580,School District 27j,6753,Rodger Quist Middle School,080258006753,No,Yes,Yes,Yes,No,1064
CO,Colorado,0802610,School District No. Re-2 Brush,153,Brush Middle School,080261000153,No,Yes,Yes,Yes,No,337
CO,Colorado,0802610,School District No. Re-2 Brush,154,Brush High School,080261000154,No,Yes,Yes,Yes,No,379
CO,Colorado,0802610,School District No. Re-2 Brush,155,Beaver Valley Elementary School,080261000155,No,Yes,Yes,Yes,No,316
CO,Colorado,0802610,School District No. Re-2 Brush,156,Thomson Primary School,080261000156,No,Yes,Yes,Yes,No,280
CO,Colorado,0802640,Buena Vista School District No. R-31,157,Buena Vista High School,080264000157,No,Yes,Yes,Yes,Yes,287
CO,Colorado,0802640,Buena Vista School District No. R-31,158,Buena Vista Middle School,080264000158,No,Yes,Yes,Yes,No,161
CO,Colorado,0802640,Buena Vista School District No. R-31,159,Avery Parsons Elementary School,080264000159,No,Yes,Yes,Yes,No,3
CO,Colorado,0802640,Buena Vista School District No. R-31,6155,Chaffee County High School,080264006155,No,Yes,Yes,Yes,Yes,39
CO,Colorado,0802640,Buena Vista School District No. R-31,6767,The Grove Bvsd's Early Learning Program,080264006767,No,Yes,Yes,No,No,0
CO,Colorado,0802670,Burlington Public School District No. Re-6j,160,Burlington Elementary School,080267000160,No,Yes,Yes,Yes,Yes,154
CO,Colorado,0802670,Burlington Public School District No. Re-6j,161,Burlington Middle School,080267000161,No,Yes,Yes,Yes,Yes,165
CO,Colorado,0802670,Burlington Public School District No. Re-6j,162,Burlington High School,080267000162,No,Yes,Yes,Yes,Yes,82
CO,Colorado,0802700,Byers School District No. 32j,163,Byers Elementary School,080270000163,No,Yes,Yes,Yes,Yes,275
CO,Colorado,0802700,Byers School District No. 32j,164,Byers Junior-Senior High School,080270000164,No,Yes,Yes,Yes,Yes,275
CO,Colorado,0802700,Byers School District No. 32j,1944,Colorado Virtual Academy High School,080270001944,No,No,No,No,Yes,0
CO,Colorado,0802700,Byers School District No. 32j,6548,Astravo Online Academy High School,080270006548,No,No,No,Yes,Yes,9
CO,Colorado,0802700,Byers School District No. 32j,6605,Astravo Academy High School,080270006605,No,No,No,No,Yes,0
CO,Colorado,0802700,Byers School District No. 32j,6620,Colorado Virtual Academy Middle School,080270006620,No,No,No,No,Yes,0
CO,Colorado,0802700,Byers School District No. 32j,6630,Colorado Virtual Academy,080270006630,No,No,No,Yes,Yes,2
CO,Colorado,0802700,Byers School District No. 32j,6749,Astravo Online Academy Elementary School,080270006749,No,No,No,No,Yes,0
CO,Colorado,0802700,Byers School District No. 32j,6755,Astravo Online Academy Middle School,080270006755,No,No,No,Yes,Yes,1
CO,Colorado,0802700,Byers School District No. 32j,6759,Astravo Academy Middle School,080270006759,No,No,No,Yes,Yes,1
CO,Colorado,0802730,Calhan District No. Rj1,167,Calhan Elementary School,080273000167,No,Yes,Yes,Yes,No,190
CO,Colorado,0802730,Calhan District No. Rj1,168,Calhan Secondary School,080273000168,No,Yes,Yes,Yes,No,250
CO,Colorado,0802760,Campo School District No. Re-6,169,Campo Elementary School,080276000169,No,Yes,Yes,Yes,Yes,20
CO,Colorado,0802760,Campo School District No. Re-6,170,Campo Undivided High School,080276000170,No,Yes,Yes,Yes,Yes,20
CO,Colorado,0802790,Fremont Re-1,171,Canon City Middle School,080279000171,No,Yes,Yes,Yes,No,356
CO,Colorado,0802790,Fremont Re-1,172,Canon City High School,080279000172,No,Yes,Yes,Yes,No,956
CO,Colorado,0802790,Fremont Re-1,173,Harrison School,080279000173,No,Yes,Yes,Yes,No,626
CO,Colorado,0802790,Fremont Re-1,174,Lincoln School Of Science And Technology,080279000174,No,Yes,Yes,Yes,No,275
CO,Colorado,0802790,Fremont Re-1,175,Mckinley Elementary School,080279000175,No,Yes,Yes,Yes,No,180
CO,Colorado,0802790,Fremont Re-1,176,Washington Elementary School,080279000176,No,Yes,Yes,Yes,No,310
CO,Colorado,0802790,Fremont Re-1,1433,Canon Exploratory School,080279001433,No,Yes,Yes,Yes,No,323
CO,Colorado,0802790,Fremont Re-1,1538,Mount View Core Knowledge Charter School,080279001538,No,Yes,Yes,Yes,No,170
CO,Colorado,0802850,Center Consolidated School District No. 26 Jt. Of The Count,177,Haskin Elementary School,080285000177,No,Yes,Yes,Yes,No,291
CO,Colorado,0802850,Center Consolidated School District No. 26 Jt. Of The Count,178,Skoglund Middle School,080285000178,No,Yes,Yes,Yes,No,141
CO,Colorado,0802850,Center Consolidated School District No. 26 Jt. Of The Count,179,Center High School,080285000179,No,Yes,Yes,Yes,No,150
CO,Colorado,0802850,Center Consolidated School District No. 26 Jt. Of The Count,2008,The Academic Recovery Center Of San Luis Valley,080285002008,No,Yes,Yes,Yes,No,23
CO,Colorado,0802850,Center Consolidated School District No. 26 Jt. Of The Count,6513,Center Virtual Academy,080285006513,No,Yes,Yes,Yes,No,16
CO,Colorado,0802880,Cheraw School District No. 31 In The County Of Otero And S,182,Cheraw School,080288000182,No,Yes,Yes,Yes,Yes,213
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,34,Thunder Ridge Middle School,080291000034,No,Yes,Yes,Yes,Yes,1201
