LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,EDUCATIONAL_ENVIRONMENT,BL_RACE_7,MU_RACE_7,PI_RACE_7,HI_RACE_7,WH_RACE_7,AS_RACE_7,AM_RACE_7,TOTAL_STUDENTS_REPORTED
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,7847,DALLAS CAN ACADEMY CHARTER-OAK CLIFF,480001607847,No,RC80,15,0,0,38,3,0,0,56
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,7910,HOUSTON CAN ACADEMY - NORTH,480001607910,No,RC80,10,3,0,13,5,0,0,31
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,8434,SAN ANTONIO CAN ACADEMY,480001608434,No,RC80,1,6,0,12,17,0,0,36
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,8908,FORT WORTH CAN ACADEMY WESTCREEK,480001608908,No,RC80,5,0,0,3,8,0,0,16
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9028,FORT WORTH CAN ACADEMY LANCASTER AVENUE,480001609028,No,RC80,7,0,0,8,3,0,0,18
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9410,AUSTIN CAN ACADEMY,480001609410,No,RC80,13,0,0,36,0,0,0,49
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9532,DALLAS CAN ACADEMY AT CARROLLTON-FARMERS BRANCH,480001609532,No,RC80,4,0,0,34,1,0,0,39
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9602,HOUSTON CAN ACADEMY - HOBBY,480001609602,No,RC80,12,1,0,5,2,0,0,20
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,10548,DALLAS CAN ACADEMY AT PLEASANT GROVE,480001610548,No,RC80,32,2,0,15,11,0,0,60
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,12961,DALLAS CAN ACADEMY - GRANT EAST,480001612961,No,RC80,35,1,0,2,3,0,1,42
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13458,GARLAND CAN ACADEMY,480001613458,No,RC80,8,0,0,10,3,0,0,21
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13459,HOUSTON CAN ACADEMY - SOUTHWEST,480001613459,No,RC80,4,0,0,7,2,0,0,13
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,7302,SER-NINOS CHARTER EL,480001807302,No,RC80,1,0,0,25,0,0,0,26
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,11526,SER-NINOS CHARTER MIDDLE,480001811526,No,RC80,0,0,0,10,1,0,0,11
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,12493,SER-NINOS CHARTER EL II,480001812493,No,RC80,0,0,0,8,0,0,0,8
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,7303,ARISTOI CLASSICAL ACADEMY,480001907303,No,RC79TO40,3,0,0,0,2,0,0,5
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,7303,ARISTOI CLASSICAL ACADEMY,480001907303,No,RC80,1,1,0,8,15,1,0,26
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,13071,ARISTOI CLASSICAL UPPER SCHOOL,480001913071,No,RC79TO40,3,0,0,2,2,0,0,7
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,13071,ARISTOI CLASSICAL UPPER SCHOOL,480001913071,No,RC80,4,0,0,7,12,1,1,25
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,7304,GEORGE I SANCHEZ H S,480002007304,No,RC39,0,0,0,2,0,0,0,2
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,7304,GEORGE I SANCHEZ H S,480002007304,No,RC79TO40,2,0,0,28,0,0,0,30
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,7304,GEORGE I SANCHEZ H S,480002007304,No,RC80,4,0,0,32,0,0,0,36
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,13387,GEORGE I SANCHEZ NORTH,480002013387,No,RC80,0,0,0,8,0,0,0,8
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,7905,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002207905,No,RC79TO40,0,0,0,6,0,0,0,6
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,7905,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002207905,No,RC80,0,0,0,18,0,0,0,18
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,9256,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002209256,No,RC79TO40,0,0,0,6,0,0,0,6
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,9256,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002209256,No,RC80,0,0,0,18,0,0,0,18
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12583,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212583,No,RC79TO40,0,0,0,1,0,0,0,1
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12583,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212583,No,RC80,0,0,0,8,0,0,0,8
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12626,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212626,No,RC79TO40,0,0,0,3,0,0,0,3
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12626,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212626,No,RC80,0,0,0,15,0,0,0,15
TX,TEXAS,4800024,WACO CHARTER SCHOOL,7392,WACO CHARTER SCHOOL,480002407392,No,RC79TO40,0,0,0,2,1,0,0,3
TX,TEXAS,4800024,WACO CHARTER SCHOOL,7392,WACO CHARTER SCHOOL,480002407392,No,RC80,2,0,0,7,1,0,0,10
TX,TEXAS,4800025,DR M L GARZA-GONZALEZ CHARTER SCHOOL,7411,DR M L GARZA-GONZALEZ CHARTER SCHOOL,480002507411,No,RC80,0,0,0,2,0,1,0,3
TX,TEXAS,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,7561,PEGASUS CHARTER H S,480002907561,No,RC39,1,0,0,0,0,0,0,1
TX,TEXAS,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,7561,PEGASUS CHARTER H S,480002907561,No,RC79TO40,6,1,0,9,0,0,0,16
TX,TEXAS,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,7561,PEGASUS CHARTER H S,480002907561,No,RC80,19,3,0,18,3,0,0,43
TX,TEXAS,4800030,UPLIFT EDUCATION,7562,UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,480003007562,No,RC39,1,0,0,2,0,0,0,3
TX,TEXAS,4800030,UPLIFT EDUCATION,7562,UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,480003007562,No,RC79TO40,0,0,0,1,0,0,0,1
