School Year,Division Number,Division Name,School Number,School Name,"Total Dropouts
                            Grades 7 - 12"
2020-2021,91,Sussex County ,340,Sussex Central High,               1
2020-2021,92,Tazewell County ,940,Graham High,               3
2020-2021,92,Tazewell County ,821,Richlands High,              13
2020-2021,92,Tazewell County ,890,Tazewell High,               3
2020-2021,128,Virginia Beach City ,530,Bayside High,              29
2020-2021,128,Virginia Beach City ,700,Bayside Middle,               3
2020-2021,128,Virginia Beach City ,790,Brandon Middle,               2
2020-2021,128,Virginia Beach City ,610,First Colonial High,              16
2020-2021,128,Virginia Beach City ,440,Floyd Kellam High,               5
2020-2021,128,Virginia Beach City ,30,Frank W. Cox High,              18
2020-2021,128,Virginia Beach City ,430,Great Neck Middle,               1
2020-2021,128,Virginia Beach City ,1050,Green Run Collegiate,               1
2020-2021,128,Virginia Beach City ,10,Green Run High,              21
2020-2021,128,Virginia Beach City ,740,Independence Middle,               2
2020-2021,128,Virginia Beach City ,620,Kempsville High,              24
2020-2021,128,Virginia Beach City ,690,Kempsville Middle,               1
2020-2021,128,Virginia Beach City ,1030,Landstown High,              13
2020-2021,128,Virginia Beach City ,931,Landstown Middle,               2
2020-2021,128,Virginia Beach City ,970,Larkspur Middle,               2
2020-2021,128,Virginia Beach City ,730,Lynnhaven Middle,               5
2020-2021,128,Virginia Beach City ,960,Ocean Lakes High,               8
2020-2021,128,Virginia Beach City ,640,Plaza Middle,               2
2020-2021,128,Virginia Beach City ,321,Princess Anne High,              18
2020-2021,128,Virginia Beach City ,750,Princess Anne Middle,               1
2020-2021,128,Virginia Beach City ,850,Salem High,               9
2020-2021,128,Virginia Beach City ,920,Tallwood High,              21
2020-2021,93,Warren County ,250,Skyline High,               6
2020-2021,93,Warren County ,260,Skyline Middle,               2
2020-2021,93,Warren County ,230,Warren County High,               9
2020-2021,94,Washington County ,1030,Abingdon High,               7
2020-2021,94,Washington County ,1090,Glade Spring Middle,               1
2020-2021,94,Washington County ,1060,Holston High,               2
2020-2021,94,Washington County ,1040,John S. Battle High,              12
2020-2021,94,Washington County ,1050,Patrick Henry High,               4
2020-2021,94,Washington County ,620,Wallace Middle,               1
2020-2021,130,Waynesboro City ,600,Waynesboro High,              12
2020-2021,207,West Point ,290,West Point Middle/High,               3
2020-2021,95,Westmoreland County ,300,Montross Middle,               1
2020-2021,95,Westmoreland County ,120,Washington & Lee High,               2
2020-2021,131,Williamsburg-James City County ,202,Jamestown High,              11
2020-2021,131,Williamsburg-James City County ,90,Lafayette High,              14
2020-2021,131,Williamsburg-James City County ,100,Toano Middle,               1
2020-2021,131,Williamsburg-James City County ,204,Warhill High,              22
2020-2021,132,Winchester City ,70,Daniel Morgan Middle School,               2
2020-2021,132,Winchester City ,40,John Handley High School,              45
2020-2021,96,Wise County ,1000,Central High,               2
2020-2021,96,Wise County ,652,Eastside High,               1
2020-2021,96,Wise County ,1010,Union High,               3
2020-2021,97,Wythe County ,760,Fort Chiswell High,               2
2020-2021,97,Wythe County ,721,George Wythe High,               5
2020-2021,97,Wythe County ,202,Rural Retreat High,               1
2020-2021,98,York County ,20,Bruton High,               6
2020-2021,98,York County ,332,Grafton High,               9
2020-2021,98,York County ,200,Queens Lake Middle,               1
2020-2021,98,York County ,230,Tabb High,               5
2020-2021,98,York County ,30,York High,               1
2020-2021,98,York County ,335,York River Academy,               1
