School Year,Division Number,Division Name,School Number,School Name,"Total Dropouts
                            Grades 7 - 12"
2021-2022,88,Spotsylvania County ,502,Thornburg Middle,               4
2021-2022,89,Stafford County ,40,Andrew G. Wright Middle,               1
2021-2022,89,Stafford County ,421,Brooke Point High,              29
2021-2022,89,Stafford County ,424,Colonial Forge High,              13
2021-2022,89,Stafford County ,432,Donald B. Dixon-Lyle R. Smith Middle,               2
2021-2022,89,Stafford County ,422,H.H. Poole Middle,              13
2021-2022,89,Stafford County ,430,Mountain View High ,              21
2021-2022,89,Stafford County ,30,North Stafford High,              16
2021-2022,89,Stafford County ,440,Shirley C. Heim Middle,               2
2021-2022,89,Stafford County ,112,Stafford Middle,               4
2021-2022,89,Stafford County ,20,Stafford Senior High,              31
2021-2022,89,Stafford County ,162,T. Benton Gayle Middle,               4
2021-2022,126,Staunton City ,110,Shelburne Middle,               4
2021-2022,126,Staunton City ,30,Staunton High,              12
2021-2022,127,Suffolk City ,397,Colonel Fred Cherry Middle,               2
2021-2022,127,Suffolk City ,390,Forest Glen Middle,               4
2021-2022,127,Suffolk City ,370,John F. Kennedy Middle,               4
2021-2022,127,Suffolk City ,380,John Yeates Middle,               3
2021-2022,127,Suffolk City ,395,King's Fork High,              88
2021-2022,127,Suffolk City ,393,King's Fork Middle,              10
2021-2022,127,Suffolk City ,300,Lakeland High,              59
2021-2022,127,Suffolk City ,240,Nansemond River High,              32
2021-2022,90,Surry County ,10,Surry County High,               3
2021-2022,91,Sussex County ,340,Sussex Central High,              27
2021-2022,91,Sussex County ,482,Sussex Central Middle,               2
2021-2022,92,Tazewell County ,940,Graham High,              18
2021-2022,92,Tazewell County ,10,Graham Middle,               8
2021-2022,92,Tazewell County ,821,Richlands High,               6
2021-2022,92,Tazewell County ,823,Richlands Middle,               1
2021-2022,92,Tazewell County ,890,Tazewell High,               5
2021-2022,128,Virginia Beach City ,530,Bayside High,              45
2021-2022,128,Virginia Beach City ,700,Bayside Middle,              11
2021-2022,128,Virginia Beach City ,790,Brandon Middle,               8
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,               3
2021-2022,128,Virginia Beach City ,610,First Colonial High,              28
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,               8
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,              21
2021-2022,128,Virginia Beach City ,10,Green Run High,              25
2021-2022,128,Virginia Beach City ,740,Independence Middle,               3
2021-2022,128,Virginia Beach City ,620,Kempsville High,              32
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,               2
2021-2022,128,Virginia Beach City ,1030,Landstown High,              39
2021-2022,128,Virginia Beach City ,931,Landstown Middle,               0
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,               3
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,               5
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,              15
2021-2022,128,Virginia Beach City ,321,Princess Anne High,              30
2021-2022,128,Virginia Beach City ,850,Salem High,              19
2021-2022,128,Virginia Beach City ,920,Tallwood High,              24
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,               1
2021-2022,93,Warren County ,250,Skyline High,              13
2021-2022,93,Warren County ,260,Skyline Middle,               1
2021-2022,93,Warren County ,230,Warren County High,              15
2021-2022,94,Washington County ,1030,Abingdon High,              25
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,               2
2021-2022,94,Washington County ,1090,Glade Spring Middle,               1
2021-2022,94,Washington County ,1060,Holston High,               3
2021-2022,94,Washington County ,1040,John S. Battle High,               9
2021-2022,94,Washington County ,1050,Patrick Henry High,               2
2021-2022,94,Washington County ,620,Wallace Middle,               0
2021-2022,130,Waynesboro City ,640,Kate Collins Middle ,               2
2021-2022,130,Waynesboro City ,600,Waynesboro High ,              29
2021-2022,207,West Point ,290,West Point Middle/High,               3
2021-2022,95,Westmoreland County ,300,Montross Middle,               1
2021-2022,95,Westmoreland County ,120,Washington & Lee High,               7
2021-2022,131,Williamsburg-James City County ,60,Berkeley Middle,               3
2021-2022,131,Williamsburg-James City County ,202,Jamestown High,              10
2021-2022,131,Williamsburg-James City County ,90,Lafayette High,              21
2021-2022,131,Williamsburg-James City County ,191,Lois Hornsby Middle,               2
2021-2022,131,Williamsburg-James City County ,204,Warhill High,              12
2021-2022,132,Winchester City ,70,Daniel Morgan Middle,               1
2021-2022,132,Winchester City ,40,John Handley High,              50
2021-2022,96,Wise County ,1000,Central High,               2
2021-2022,96,Wise County ,652,Eastside High,               6
2021-2022,96,Wise County ,320,L.F. Addington Middle,               1
2021-2022,96,Wise County ,1010,Union High,               5
2021-2022,96,Wise County ,1013,Union Middle,               2
2021-2022,97,Wythe County ,760,Fort Chiswell High,              10
2021-2022,97,Wythe County ,721,George Wythe High,              17
2021-2022,97,Wythe County ,202,Rural Retreat High,               2
2021-2022,98,York County ,20,Bruton High,               1
2021-2022,98,York County ,332,Grafton High,               6
2021-2022,98,York County ,200,Queens Lake Middle,               2
2021-2022,98,York County ,230,Tabb High,               3
2021-2022,98,York County ,190,Tabb Middle,               2
2021-2022,98,York County ,30,York High,               6
